badge_id,name,issuer,description,criteria,alignment,employmentOutcome,skillsValidated,competency,learningOpportunity,related_badges
B05234,AI Specialist,edX,AI Specialist badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,"['Python', 'Deep Learning']","['Cybersecurity', 'Leadership']",Intro to Machine Learning,[]
B05235,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'Cybersecurity']","['Analytical Skills', 'Leadership']",Cloud Computing Course,[]
B05236,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Cybersecurity', 'Cloud Computing']","['Machine Learning', 'Data Analysis']",Intro to Machine Learning,['B03607']
B05237,Cloud Computing Guru,Coursera,Cloud Computing Guru badge issued by Coursera,Passing all module assessments,Professional Alignment,Eligible for Cloud Architect positions,"['Deep Learning', 'Machine Learning']","['Teamwork', 'Leadership']",Big Data Analysis Program,[]
B05238,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Deep Learning', 'DevOps', 'Python']","['Problem Solving', 'Data Analysis']",Data Science Bootcamp,"['B09195', 'B06655']"
B05239,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['Cybersecurity', 'Python']",['Problem Solving'],Big Data Analysis Program,[]
B05240,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Python']","['Analytical Skills', 'Data Analysis', 'Machine Learning']",Cloud Computing Course,"['B04590', 'B05632']"
B05241,Data Science Expert,Google,Data Science Expert badge issued by Google,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,['Cloud Computing'],"['Machine Learning', 'Creativity', 'Cybersecurity']",AI Professional Course,['B04422']
B05242,Python Certification,edX,Python Certification badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['Deep Learning', 'Data Analysis', 'Cybersecurity']","['Machine Learning', 'Teamwork', 'Leadership']",Big Data Analysis Program,"['B06984', 'B08709']"
B05243,Big Data Analyst,Udacity,Big Data Analyst badge issued by Udacity,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'Deep Learning', 'UI/UX']",['Creativity'],AI Professional Course,['B04919']
B05244,Deep Learning Master,Coursera,Deep Learning Master badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,"['DevOps', 'SQL']",['UI/UX'],Data Science Bootcamp,[]
B05245,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Cloud Architect positions,['Cybersecurity'],"['Teamwork', 'DevOps']",Data Science Bootcamp,['B02623']
B05246,AI Specialist,Udacity,AI Specialist badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Deep Learning', 'Cloud Computing', 'Data Analysis']",['DevOps'],Big Data Analysis Program,['B00802']
B05247,Deep Learning Master,IBM,Deep Learning Master badge issued by IBM,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Machine Learning']","['Cybersecurity', 'Deep Learning']",Big Data Analysis Program,"['B01434', 'B04021']"
B05248,Big Data Analyst,Google,Big Data Analyst badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Data Analysis', 'UI/UX']","['Creativity', 'SQL']",Intro to Machine Learning,[]
B05249,Python Certification,Udacity,Python Certification badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Python']",['Cybersecurity'],Cloud Computing Course,"['B06816', 'B01866']"
B05250,Data Science Expert,Google,Data Science Expert badge issued by Google,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,"['Cybersecurity', 'Data Analysis', 'Machine Learning']","['Cloud Computing', 'SQL', 'UI/UX']",Intro to Machine Learning,[]
B05251,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['Python'],"['Python', 'Cybersecurity', 'Machine Learning']",AI Professional Course,[]
B05252,DevOps Engineer,IBM,DevOps Engineer badge issued by IBM,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Cloud Architect positions,"['SQL', 'Python', 'Machine Learning']",['DevOps'],Intro to Machine Learning,[]
B05253,Python Certification,IBM,Python Certification badge issued by IBM,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Machine Learning', 'Cloud Computing']",['Cloud Computing'],Intro to Machine Learning,[]
B05254,Big Data Analyst,Google,Big Data Analyst badge issued by Google,Passing all module assessments,Industry Standard Alignment,Eligible for Cloud Architect positions,"['UI/UX', 'Python', 'DevOps']","['Cloud Computing', 'Deep Learning', 'Python']",Intro to Machine Learning,['B02871']
B05255,Deep Learning Master,Coursera,Deep Learning Master badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,['UI/UX'],"['Leadership', 'Creativity', 'UI/UX']",Data Science Bootcamp,[]
B05256,Deep Learning Master,Udacity,Deep Learning Master badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,"['UI/UX', 'DevOps']","['Analytical Skills', 'Machine Learning', 'Leadership']",AI Professional Course,['B03313']
B05257,Data Science Expert,edX,Data Science Expert badge issued by edX,Passing all module assessments,Professional Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'UI/UX']",['Machine Learning'],Data Science Bootcamp,['B06438']
B05258,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Data Analysis', 'UI/UX']","['Cloud Computing', 'Python', 'Analytical Skills']",AI Professional Course,"['B05130', 'B04333']"
B05259,DevOps Engineer,edX,DevOps Engineer badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,"['Python', 'Deep Learning', 'Cloud Computing']",['Leadership'],Big Data Analysis Program,['B05273']
B05260,Cybersecurity Professional,edX,Cybersecurity Professional badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'SQL']",['Leadership'],Data Science Bootcamp,['B00614']
B05261,UI/UX Designer,IBM,UI/UX Designer badge issued by IBM,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,"['Deep Learning', 'UI/UX']","['Data Analysis', 'Teamwork', 'Python']",Big Data Analysis Program,"['B05243', 'B09368']"
B05262,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,['UI/UX'],['Deep Learning'],Intro to Machine Learning,['B09431']
B05263,Python Certification,IBM,Python Certification badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'Cloud Computing', 'Data Analysis']","['Cybersecurity', 'Deep Learning']",Big Data Analysis Program,['B04461']
B05264,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Cloud Architect positions,['SQL'],"['Python', 'Creativity']",Data Science Bootcamp,[]
B05265,AI Specialist,Google,AI Specialist badge issued by Google,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['Data Analysis'],['Creativity'],AI Professional Course,[]
B05266,Cybersecurity Professional,Google,Cybersecurity Professional badge issued by Google,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,"['SQL', 'Machine Learning']","['Problem Solving', 'Cybersecurity']",AI Professional Course,[]
B05267,Machine Learning Pro,Google,Machine Learning Pro badge issued by Google,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,['Python'],"['Cybersecurity', 'Deep Learning', 'Problem Solving']",Intro to Machine Learning,['B08700']
B05268,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['SQL', 'Cloud Computing', 'Deep Learning']","['Deep Learning', 'Data Analysis']",Cloud Computing Course,['B02919']
B05269,Python Certification,IBM,Python Certification badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,"['Data Analysis', 'Cloud Computing', 'Cybersecurity']","['Deep Learning', 'Data Analysis', 'Leadership']",Intro to Machine Learning,['B00208']
B05270,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['SQL'],['Teamwork'],Big Data Analysis Program,"['B00708', 'B05903']"
B05271,Machine Learning Pro,Google,Machine Learning Pro badge issued by Google,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,['Machine Learning'],['Python'],AI Professional Course,['B07866']
B05272,UI/UX Designer,IBM,UI/UX Designer badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['Cybersecurity'],"['Teamwork', 'Problem Solving', 'Data Analysis']",Data Science Bootcamp,['B09353']
B05273,Machine Learning Pro,edX,Machine Learning Pro badge issued by edX,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Cybersecurity', 'Deep Learning']",['Problem Solving'],Intro to Machine Learning,"['B01873', 'B06170']"
B05274,Python Certification,edX,Python Certification badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['SQL', 'Machine Learning']","['UI/UX', 'DevOps', 'Problem Solving']",AI Professional Course,['B01692']
B05275,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,['Machine Learning'],"['Python', 'Cybersecurity']",AI Professional Course,['B04120']
B05276,Cloud Computing Guru,Google,Cloud Computing Guru badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,"['DevOps', 'Data Analysis']","['DevOps', 'Creativity']",Big Data Analysis Program,['B06883']
B05277,Python Certification,edX,Python Certification badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Deep Learning']","['Data Analysis', 'Deep Learning', 'Teamwork']",AI Professional Course,[]
B05278,Machine Learning Pro,Udacity,Machine Learning Pro badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'Cloud Computing']",['Deep Learning'],Intro to Machine Learning,"['B04595', 'B06605']"
B05279,UI/UX Designer,IBM,UI/UX Designer badge issued by IBM,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,['Deep Learning'],"['SQL', 'DevOps', 'Python']",Intro to Machine Learning,"['B04882', 'B00948']"
B05280,AI Specialist,Udacity,AI Specialist badge issued by Udacity,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,['DevOps'],"['Leadership', 'Cloud Computing']",Data Science Bootcamp,['B06210']
